Name,marked_point
p_picks_Exp_T018_Run2_EventID_8_trace1,122746
p_picks_Exp_T018_Run2_EventID_8_trace2,122595
p_picks_Exp_T018_Run2_EventID_8_trace3,123193
p_picks_Exp_T018_Run2_EventID_8_trace4,123214
p_picks_Exp_T018_Run2_EventID_8_trace5,123286
p_picks_Exp_T018_Run2_EventID_8_trace6,121529
p_picks_Exp_T018_Run2_EventID_8_trace7,120877
p_picks_Exp_T018_Run2_EventID_8_trace8,122276
p_picks_Exp_T018_Run2_EventID_8_trace9,123815
