Name,marked_point
p_picks_Exp_T018_Run2_EventID_7_trace1,120608
p_picks_Exp_T018_Run2_EventID_7_trace2,112301
p_picks_Exp_T018_Run2_EventID_7_trace3,120929
p_picks_Exp_T018_Run2_EventID_7_trace4,121518
p_picks_Exp_T018_Run2_EventID_7_trace5,119720
p_picks_Exp_T018_Run2_EventID_7_trace6,120555
p_picks_Exp_T018_Run2_EventID_7_trace7,122000
p_picks_Exp_T018_Run2_EventID_7_trace8,121930
p_picks_Exp_T018_Run2_EventID_7_trace9,122245
