Name,marked_point
p_picks_Exp_T018_Run3_Traces_EventID_13_trace1,122630
p_picks_Exp_T018_Run3_Traces_EventID_13_trace2,120826
p_picks_Exp_T018_Run3_Traces_EventID_13_trace3,121878
p_picks_Exp_T018_Run3_Traces_EventID_13_trace4,121986
p_picks_Exp_T018_Run3_Traces_EventID_13_trace5,120581
p_picks_Exp_T018_Run3_Traces_EventID_13_trace6,120925
p_picks_Exp_T018_Run3_Traces_EventID_13_trace7,121848
p_picks_Exp_T018_Run3_Traces_EventID_13_trace8,122241
